iucn_sid,am_sid,sciname,dist_align,area_ratio,method,name
133349,URM-Cn-6044,Porites compressa,86.788,2.063,200 m clip,Porites compressa
133351,URM-Cn-4967,Leptoseris mycetoseroides,80.292,97.683,200 m clip,Slender Lettuce Coral
133352,URM-Cn-4754,Acropora gomezi,88.222,57.195,200 m clip,Acropora gomezi
133359,URM-Cn-4783,Acropora microclados,68.91,98.675,200 m clip,Strawberry Shortcake Acropora
133360,URM-Cn-4979,Pavona bipartita,68.864,78.211,200 m clip,Pavona bipartita
133365,URM-Cn-5574,Goniastrea edwardsi,88.068,46.161,200 m clip,Goniastrea edwardsi
133366,URM-Cn-5851,Acanthastrea lordhowensis,78.095,87.921,200 m clip,Closed Brain Coral
133370,SLB-158808,Porites profundus,53.934,64.13,200 m clip,Porites profundus
133371,URM-Cn-5757,Fungia distorta,86.164,61.976,200 m clip,Fungia distorta
133372,URM-Cn-5791,Polyphyllia novaehiberniae,62.325,78.092,200 m clip,Joker's Boomerang Coral
133375,URM-Cn-4888,Montipora corbettensis,78.705,91.995,200 m clip,Montipora corbettensis
133376,URM-Cn-5850,Acanthastrea ishigakiensis,82.19,70.099,200 m clip,Acanthastrea ishigakiensis
133377,URM-Cn-5518,Diploria clivosa,84.94,94.039,200 m clip,Knobby Brain Coral
133379,SLB-93515,Acropora convexa,81.314,81.123,200 m clip,Acropora convexa
133381,URM-Cn-4726,Acropora cervicornis,94.04,72.747,200 m clip,Staghorn Coral
133386,SLB-62731,Acanthastrea rotundoflora,74.991,80.75,200 m clip,Acanthastrea rotundoflora
133387,SLB-93466,Acropora globiceps,68.442,96.678,200 m clip,Acropora globiceps
133392,URM-Cn-5543,Favia laxa,76.739,91.782,200 m clip,Favia laxa
133393,URM-Cn-4842,Acropora teres,72.051,73.207,200 m clip,Acropora teres
133395,URM-Cn-6073,Porites porites,64.236,96.992,200 m clip,Club Tip Finger Coral
133396,URM-Cn-4737,Acropora desalwii,89.443,56.27,200 m clip,Acropora desalwii
133398,URM-Cn-4994,Pavona varians,84.571,96.816,200 m clip,Pavona varians
133400,URM-Cn-5815,Eusmilia fastigiata,82.536,96.356,200 m clip,Smooth Flower Coral
133401,URM-Cn-4759,Acropora hoeksemai,78.601,77.86,200 m clip,Acropora hoeksemai
133402,URM-Cn-4833,Acropora squarrosa,79.663,89.017,200 m clip,Acropora squarrosa
133403,URM-Cn-5476,Turbinaria stellulata,88.257,46.123,200 m clip,Turbinaria stellulata
133405,SLB-62382,Caulastrea tumida,83.288,78.716,200 m clip,Caulastrea tumida
133406,URM-Cn-6137,Psammocora haimeana,84.486,84.183,200 m clip,Encrusting Sandpaper Coral
133407,SLB-189370,Pocillopora eydouxi,95.752,11.593,200 m clip,Pocillopora eydouxi
133408,URM-Cn-6130,Coscinaraea wellsi,75.142,75.258,200 m clip,Coscinaraea wellsi
133409,URM-Cn-4948,Montipora verruculosus,83.35,67.359,200 m clip,Montipora verruculosus
133410,URM-Cn-4978,Pachyseris speciosa,81.675,95.566,200 m clip,Pachyseris speciosa
133412,URM-Cn-5816,Gyrosmilia interrupta,81.313,61.807,200 m clip,Gyrosmilia interrupta
133414,URM-Cn-5578,Goniastrea pectinata,89.239,42.818,200 m clip,Goniastrea pectinata
133415,URM-Cn-4859,Anacropora puertogalerae,75.504,92.762,200 m clip,Anacropora puertogalerae
133416,URM-Cn-4886,Montipora circumvallata,76.258,88.513,200 m clip,Porous Leaf Coral
133417,SLB-62381,Caulastrea furcata,81.323,79.692,200 m clip,Torch Coral
133419,URM-Cn-5871,Lobophyllia hemprichii,81.274,91.661,200 m clip,Lobophyllia hemprichii
133420,URM-Cn-4906,Montipora grisea,72.173,99.35,200 m clip,Montipora grisea
133422,URM-Cn-4884,Montipora capricornis,74.411,75.688,200 m clip,Montipora capricornis
133423,URM-Cn-5764,Fungia horrida,86.115,40.027,200 m clip,Fungia horrida
133428,URM-Cn-6122,Coscinaraea columna,81.466,98.099,200 m clip,Coscinaraea columna
133429,URM-Cn-5526,Echinopora horrida,80.249,61.304,200 m clip,Echinopora horrida
133432,URM-Cn-4832,Acropora spicifera,76.046,88.56,200 m clip,Acropora spicifera
133433,URM-Cn-4889,Montipora crassituberculata,79.919,89.76,200 m clip,Montipora crassituberculata
133435,URM-Cn-5988,Seriatopora dendritica,76.934,80.216,200 m clip,Seriatopora dendritica
133437,URM-Cn-5765,Fungia moluccensis,69.607,66.373,200 m clip,Fungia moluccensis
133439,SLB-61834,Agaricia tenuifolia,85.661,44.998,200 m clip,Thin Leaf Lettuce Coral
133440,URM-Cn-5614,Platygyra pini,92.033,46.176,200 m clip,Platygyra pini
133442,URM-Cn-5948,Oxypora lacera,84.524,47.444,200 m clip,Oxypora lacera
133443,URM-Cn-4879,Montipora australiensis,75.963,78.819,200 m clip,Montipora australiensis
133444,URM-Cn-5920,Oculina valenciennesi,53.845,28.406,200 m clip,Ivory Tree Coral
133450,URM-Cn-4943,Montipora turtlensis,73.732,94.093,200 m clip,Montipora turtlensis
133451,URM-Cn-4891,Montipora danae,79.716,98.424,200 m clip,Poker Star Montipora
133457,URM-Cn-5877,Mussa angulosa,86.687,82.366,200 m clip,Large Flower Coral
133458,URM-Cn-5823,Hydnophora microconos,85.229,68.689,200 m clip,Hydnophora microconos
133460,SLB-93100,Montipora cocosensis,77.025,50.783,200 m clip,Montipora cocosensis
133468,URM-Cn-5612,Platygyra daedalea,87.125,83.146,200 m clip,Brain Coral
133470,SLB-158790,Micromussa amakusensis,76.078,78.632,200 m clip,Micromussa amakusensis
133474,URM-Cn-5891,Symphyllia agaricia,81.356,98.472,200 m clip,Symphyllia agaricia
133476,SLB-61883,Madracis asperula,34.162,33.493,200 m clip,Madracis asperula
133478,URM-Cn-5821,Hydnophora exesa,90.298,65.069,200 m clip,Hydnophora exesa
133479,URM-Cn-4762,Acropora hyacinthus,80.467,86.64,200 m clip,Brush Coral
133481,URM-Cn-4727,Acropora chesterfieldensis,74.484,96.223,200 m clip,Acropora chesterfieldensis
133483,URM-Cn-4787,Acropora mirabilis,75.681,74.044,200 m clip,Acropora mirabilis
133484,SLB-158735,Anomastraea irregularis,78.477,96.447,200 m clip,Crisp Pillow Coral
133485,SLB-93759,Astreopora randalli,76.77,83.958,200 m clip,Astreopora randalli
133488,SLB-62813,Pectinia africanus,87.883,83.407,200 m clip,Pectinia africanus
133489,URM-Cn-4892,Montipora delicatula,83.33,68.771,200 m clip,Montipora delicatula
133492,URM-Cn-6075,Porites rus,87.478,83.857,200 m clip,Encrusting Porites
133493,SLB-62496,Platygyra ryukyuensis,80.59,58.051,200 m clip,Maze Brain Coral
133494,SLB-93535,Acropora papillare,86.458,59.74,200 m clip,Acropora papillare
133495,SLB-117483,Galaxea horrescens,81.18,89.769,200 m clip,Galaxea horrescens
133497,SLB-62380,Caulastrea echinulata,76.835,88.992,200 m clip,Caulastrea echinulata
133498,URM-Cn-5473,Turbinaria peltata,85.913,69.316,200 m clip,Turbinaria peltata
133500,URM-Cn-4771,Acropora kosurini,48.853,92.358,200 m clip,Acropora kosurini
133502,URM-Cn-6142,Psammocora superficialis,79.31,97.925,200 m clip,Psammocora superficialis
133504,URM-Cn-6055,Porites furcata,75.135,98.897,200 m clip,Branched Finger Coral
133509,URM-Cn-5789,Podabacia motuporensis,87.211,51.053,200 m clip,Mushroom Coral
133511,URM-Cn-5916,Oculina patagonica,96.636,85.058,200 m clip,Oculina patagonica
133513,URM-Cn-4712,Acropora anthocercis,72,95.907,200 m clip,Acropora anthocercis
133516,URM-Cn-5556,Favia truncatus,77.222,97.611,200 m clip,Favia truncatus
133521,URM-Cn-5006,Stephanocoenia intersepta,86.445,38.321,200 m clip,Stephanocoenia intersepta
133522,URM-Cn-4959,Helioseris cucullata,77.96,90.213,200 m clip,Helioseris cucullata
133525,URM-Cn-4920,Montipora monasteriata,83.914,98.734,200 m clip,Montipora monasteriata
133527,URM-Cn-5879,Mussismilia harttii,90.787,48.783,200 m clip,Mussismilia harttii
133528,URM-Cn-5859,Blastomussa merleti,81.483,97.887,200 m clip,Blastomussa merleti
133530,SLB-117551,Stylophora subseriata,82.794,69.068,200 m clip,Club Finger Coral
133532,URM-Cn-4851,Acropora verweyi,80.72,97.321,200 m clip,Acropora verweyi
133534,URM-Cn-5986,Pocillopora zelli,66.76,85.83,200 m clip,Pocillopora zelli
133535,URM-Cn-4950,Agaricia agaricites,79.448,72.19,200 m clip,Purple Lettuce Coral
133538,SLB-62658,Herpolitha limax,84.058,44.828,200 m clip,Striate Boomerang Coral
133543,SLB-158796,Porites brighami,68.855,91.67,200 m clip,Porites brighami
133545,SLB-62704,Paraclavarina triangularis,69.259,76.101,200 m clip,Paraclavarina triangularis
133547,URM-Cn-4855,Acropora yongei,72.597,96.072,200 m clip,Acropora yongei
133548,URM-Cn-5007,Stylocoeniella armata,82.22,89.19,200 m clip,Thorn Coral
133551,URM-Cn-5865,Lobophyllia corymbosa,81.313,93.99,200 m clip,Brain Root Coral
133556,URM-Cn-4935,Montipora spumosa,79.348,94.229,200 m clip,Montipora spumosa
133557,SLB-158238,Acanthastrea brevis,74.812,82.531,200 m clip,Starry Cup Coral
133560,URM-Cn-5577,Goniastrea palauensis,79.66,97.485,200 m clip,Goniastrea palauensis
133563,URM-Cn-4927,Montipora peltiformis,84.438,91.75,200 m clip,Montipora peltiformis
133564,URM-Cn-5863,Isophyllastrea rigida,85.619,61.206,200 m clip,Isophyllastrea rigida
133566,URM-Cn-5886,Scolymia australis,56.501,83.936,200 m clip,Scolymia australis
133569,URM-Cn-5538,Favia favus,86.419,96.889,200 m clip,Head Coral
133570,URM-Cn-6140,Psammocora profundacella,80.589,97.18,200 m clip,Psammocora profundacella
133571,URM-Cn-5609,Platygyra carnosus,74.249,60.324,200 m clip,Platygyra carnosus
133574,SLB-158797,Porites pukoensis,66.611,0.293,200 m clip,Porites pukoensis
133575,SLB-61985,Cladocora arbuscula,82.213,84.533,200 m clip,Tube Coral
133581,URM-Cn-4985,Pavona diffluens,92.292,81.607,200 m clip,Pavona diffluens
133582,SLB-62826,Oxypora crassispinosa,90.357,25.259,200 m clip,Porous Lettucw Coral
133584,SLB-158799,Porites divaricata,69.131,82.834,200 m clip,Porites divaricata
133587,URM-Cn-5794,Sandalolitha dentata,76.177,63.511,200 m clip,Sandalolitha dentata
133589,URM-Cn-6136,Psammocora explanulata,71.885,98.062,200 m clip,Psammocora explanulata
133590,URM-Cn-6147,Siderastrea savignyana,74.603,73.018,200 m clip,African Pillow Coral
133591,URM-Cn-5864,Isophyllia sinuosa,85.846,61.3,200 m clip,Sinuous Cactus Coral
133592,URM-Cn-4747,Acropora exquisita,83.222,78.062,200 m clip,Acropora exquisita
133595,W-Hyd-210730,Millepora platyphylla,73.501,87.508,200 m clip,Wello Fire Coral
133597,URM-Cn-5746,Cantharellus doederleini,63.978,45.318,200 m clip,Cantharellus doederleini
133599,URM-Cn-4944,Montipora undata,77.895,95.863,200 m clip,Montipora undata
133604,URM-Cn-4713,Acropora arabensis,70.792,25.164,200 m clip,Acropora arabensis
133606,URM-Cn-5895,Symphyllia recta,84.163,94.463,200 m clip,Symphyllia recta
133607,URM-Cn-6020,Goniopora minor,96.808,14.009,200 m clip,Goniopora minor
133611,URM-Cn-5972,Madracis senaria,86.94,65.285,200 m clip,Madracis senaria
133613,URM-Cn-6077,Porites solida,89.263,84.697,200 m clip,Boulder Coral
133614,SLB-62852,Seriatopora guttatus,78.285,72.485,200 m clip,Bush Coral
133619,URM-Cn-5868,Lobophyllia diminuta,67.761,78.524,200 m clip,Lobophyllia diminuta
133621,URM-Cn-4849,Acropora valenciennesi,86.071,84.859,200 m clip,Acropora valenciennesi
133622,URM-Cn-4883,Montipora capitata,86.696,59.355,200 m clip,Montipora capitata
133631,URM-Cn-5534,Erythrastrea flabellata,72.884,57.921,200 m clip,Erythrastrea flabellata
133633,URM-Cn-5471,Turbinaria mesenterina,90.753,64.989,200 m clip,Turbinaria mesenterina
133634,URM-Cn-5580,Goniastrea retiformis,87.764,55.381,200 m clip,Goniastrea retiformis
133636,URM-Cn-4964,Leptoseris gardineri,84.062,81.483,200 m clip,Leptoseris gardineri
133637,URM-Cn-5980,Pocillopora indiania,77.07,97.442,200 m clip,Pocillopora indiania
133638,URM-Cn-5546,Favia maritima,83.059,56.224,200 m clip,Favia maritima
133639,URM-Cn-4806,Acropora pichoni,79.191,67.266,200 m clip,Acropora pichoni
133642,URM-Cn-5848,Acanthastrea hemprichii,74.021,92.781,200 m clip,Hemprich' Brain Coral
133645,SLB-184819,Porites somaliensis,84.43,6.794,200 m clip,Porites somaliensis
133646,URM-Cn-4947,Montipora verrucosa,95.728,75.44,200 m clip,Montipora verrucosa
133647,URM-Cn-4809,Acropora polystoma,77.258,82.283,200 m clip,Acropora polystoma
133648,URM-Cn-5514,Cyphastrea microphthalma,89.136,64.028,200 m clip,Cyphastrea microphthalma
133649,SLB-93391,Acropora abrotanoides,84.296,93.089,200 m clip,Acropora abrotanoides
133651,URM-Cn-5613,Platygyra lamellina,87.82,38.622,200 m clip,Platygyra lamellina
133653,URM-Cn-4732,Isopora cylindrica,51.054,31.662,200 m clip,Isopora cylindrica
133654,URM-Cn-5561,Favites chinensis,85.957,54.578,200 m clip,Favites chinensis
133658,SLB-93454,Acropora bifurcata,72.479,80.2,200 m clip,Plating Acropora Coral
133659,URM-Cn-5991,Stylophora kuehlmanni,73.038,99.794,200 m clip,Stylophora kuehlmanni
133660,SLB-184810,Isopora cuneata,73.576,99.003,200 m clip,Isopora cuneata
133662,URM-Cn-5905,Galaxea fascicularis,86.462,65.079,200 m clip,Galaxea fascicularis
133665,URM-Cn-5581,Goniastrea thecata,93.988,41.152,200 m clip,Goniastrea thecata
133666,URM-Cn-4785,Acropora millepora,88.006,68.136,200 m clip,Plate Acropora
133668,URM-Cn-6030,Goniopora stokesi,89.485,36.446,200 m clip,Daisy Coral
133672,SLB-158629,Acropora efflorescens,55.452,69.193,200 m clip,Acropora efflorescens
133673,URM-Cn-5766,Fungia paumotensis,85.546,83.03,200 m clip,Elongate Mushroom Coral
133674,URM-Cn-4919,Montipora mollis,81.507,96.187,200 m clip,Montipora mollis
133676,URM-Cn-6143,Psammocora vaughani,51.286,41.258,200 m clip,Psammocora vaughani
133679,URM-Cn-5428,Heteropsammia cochlea,83.404,79.684,200 m clip,Heteropsammia cochlea
133680,URM-Cn-6038,Porites astreoides,47.959,97.734,200 m clip,Mustard Hill Coral
133682,SLB-93593,Acropora subulata,78.014,82.827,200 m clip,Acropora subulata
133685,URM-Cn-5995,Stylophora pistillata,81.059,97.606,200 m clip,Smooth Cauliflower Coral
133686,URM-Cn-4961,Leptoseris cailleti,93.531,63.685,200 m clip,Lace Lettuce Coral
133690,URM-Cn-5513,Cyphastrea japonica,95.45,25.619,200 m clip,Lesser Knob Coral
133693,URM-Cn-5795,Sandalolitha robusta,79.907,76.898,200 m clip,Irregular Boomerang Coral
133697,URM-Cn-5475,Turbinaria reniformis,86.634,42.925,200 m clip,Yellow Scroll Coral
133702,URM-Cn-4987,Pavona duerdeni,79.847,90.288,200 m clip,Pavona duerdeni
