sciname,iucn_sid,am_sid,area_iucn,area_am,dist_align,area_ratio,spp_group_text,reviewed,occurcells,n_spp,quad,common,name
Gymnosarda unicolor,170342,Fis-22776,16466449.4,15484866.7,28.336,94.039,Tunas/Billfish,FALSE,136,59,q3,Dogtooth Tuna,Dogtooth Tuna
Scomberomorus koreanus,170343,Fis-22823,4343672.2,7650308.7,62.47,56.778,Tunas/Billfish,FALSE,28,59,q3,Korean Seerfish,Korean Seerfish
Auxis thazard,170344,Fis-22739,58179630.4,39735973.4,68.557,68.299,Tunas/Billfish,TRUE,420,59,q1,Frigate Tuna,Frigate Tuna
Euthynnus alletteratus,170345,Fis-22759,19341376.9,9490746,70.432,49.07,Tunas/Billfish,FALSE,271,59,q2,Little Tunny,Little Tunny
Scomberomorus sinensis,170346,Fis-22829,2245691,6464368.6,64.946,34.74,Tunas/Billfish,FALSE,13,59,q2,Chinese Seerfish,Chinese Seerfish
Scomberomorus plurilineatus,170348,Fis-29511,3014482.8,965283.7,76.017,32.022,Tunas/Billfish,FALSE,41,59,q2,Kanadi Kingfish,Kanadi Kingfish
Allothunnus fallai,170349,Fis-29265,65357091.8,91432005.9,97.37,71.482,Tunas/Billfish,TRUE,49,59,q1,Slender Tuna,Slender Tuna
Thunnus tonggol,170351,Fis-22838,24673631,15457864.2,69.736,62.649,Tunas/Billfish,TRUE,128,59,q1,Longtail Tuna,Longtail Tuna
Sarda chiliensis,170352,Fis-21631,4441029.4,410950.2,68.37,9.253,Tunas/Billfish,FALSE,7,59,q2,Eastern Pacific Bonito,Eastern Pacific Bonito
Scomberomorus lineolatus,170353,Fis-22824,4801590.9,4516202.5,61.304,94.056,Tunas/Billfish,FALSE,24,59,q3,Streaked Seerfish,Streaked Seerfish
Scomber scombrus,170354,Fis-29508,10060395,7269678.5,75.676,72.26,Tunas/Billfish,TRUE,1178,59,q1,Atlantic Mackerel,Atlantic Mackerel
Auxis rochei,170355,Fis-22738,59030248.6,40615234.2,74.864,68.804,Tunas/Billfish,TRUE,198,59,q1,Bullet Tuna,Bullet Tuna
Scomberomorus niphonius,170356,Fis-22826,3331029.1,1909371.9,78.157,57.321,Tunas/Billfish,FALSE,18,59,q1,Japanese Spanish Mackerel,Japanese Spanish Mackerel
Scomber colias,170357,Fis-133251,7285451.4,7877525.6,37.701,92.484,Tunas/Billfish,TRUE,77,59,q3,Atlantic Chub Mackerel,Atlantic Chub Mackerel
Grammatorcynus bilineatus,170358,Fis-21662,17324877.6,10373024.1,63.569,59.874,Tunas/Billfish,FALSE,44,59,q1,Double-Lined Mackerel,Double-Lined Mackerel
Aipysurus laevis,176704,Rep-383,2123892.5,8824445.9,69.716,24.068,Reptiles,FALSE,78,27,q2,Olive-Brown Seasnake,Olive-Brown Seasnake
Astrotia stokesii,176708,SLB-88859,9924635.3,12550677.1,67.373,79.076,Reptiles,FALSE,69,27,q1,Stokes' Sea Snake,Stokes' Sea Snake
Hydrophis caerulescens,176715,Rep-6233,3266132.4,12485129,75.363,26.16,Reptiles,FALSE,16,27,q2,Dwarf Seasnake,Dwarf Seasnake
Hydrophis spiralis,176717,Rep-6276,6512786.2,11025724.9,62.553,59.069,Reptiles,FALSE,21,27,q3,Yellow Sea Snake,Yellow Sea Snake
Enhydrina schistosa,176719,SLB-88877,8695891,12296782.3,66.786,70.717,Reptiles,FALSE,71,27,q1,Beaked Sea Snake,Beaked Sea Snake
Emydocephalus annulatus,176720,Rep-4964,1208418.7,8965437.9,66.288,13.479,Reptiles,FALSE,33,27,q2,Turtle-Headed Seasnake,Turtle-Headed Seasnake
Hydrophis cyanocinctus,176726,Rep-6239,10740172.3,11409682,62.263,94.132,Reptiles,FALSE,28,27,q3,Annulated Sea Snake,Annulated Sea Snake
Hydrophis major,176729,SLB-88872,2073901.4,11914431.4,71.378,17.407,Reptiles,FALSE,7,27,q2,NA,Hydrophis major
Hydrophis czeblukovi,176730,Rep-6240,287409.8,2731920.5,38.158,10.52,Reptiles,FALSE,3,27,q4,Fine-Spined Seasnake,Fine-Spined Seasnake
Hydrophis elegans,176734,Rep-6242,2947295.2,9441744.7,77.31,31.216,Reptiles,FALSE,143,27,q2,Elegant Seasnake,Elegant Seasnake
Hydrophis ornatus,176737,Rep-6263,12121185.2,20088922,72.198,60.338,Reptiles,FALSE,33,27,q1,Ornate Reef Seasnake,Ornate Reef Seasnake
Pelamis platura,176738,SLB-184619,23454722.1,23951210.7,58.43,97.927,Reptiles,FALSE,48,27,q3,Pelagic Sea Snake,Pelagic Sea Snake
Hydrophis coggeri,176743,Rep-6237,5439950.1,5135492.5,12.631,94.403,Reptiles,FALSE,5,27,q3,Cogger's Sea Snake,Cogger's Sea Snake
Lapemis curtus,176746,SLB-88920,10392087.6,13725978.1,69.981,75.711,Reptiles,FALSE,154,27,q1,Hardwicke's Spine-Bellied Seasnake,Hardwicke's Spine-Bellied Seasnake
Aipysurus duboisii,176748,Rep-379,1610143.4,10364700.8,70.373,15.535,Reptiles,FALSE,7,27,q2,Reef Shallows Seasnake,Reef Shallows Seasnake
Laticauda colubrina,176750,Rep-6750,9986717.6,16120677.6,57.778,61.95,Reptiles,FALSE,128,27,q3,Yellow-Lipped Sea Krait,Yellow-Lipped Sea Krait
Acalyptophis peronii,176756,SLB-88849,3133975.9,10535335.7,71.896,29.747,Reptiles,FALSE,42,27,q2,Spiny-Headed Seasnake,Spiny-Headed Seasnake
Aipysurus eydouxii,176757,Rep-380,7166373.6,9353706,70.13,76.615,Reptiles,FALSE,61,27,q1,Spine-Tailed Seasnake,Spine-Tailed Seasnake
Acrochordus granulatus,176769,Rep-196,11010195.4,9007186.6,71.167,81.808,Reptiles,FALSE,49,27,q1,File Snake,File Snake
Laticauda laticaudata,176771,Rep-6754,11785975.3,15080555.2,61.962,78.153,Reptiles,FALSE,19,27,q3,Brown-Lipped Sea Krait,Brown-Lipped Sea Krait
Ctenochaetus strigosus,177949,Fis-25954,687777.5,9261118.6,24.353,7.427,Surgeons/Tangs/Unicornfish,FALSE,103,77,q4,Spotted Surgeonfish,Spotted Surgeonfish
Naso lituratus,177950,Fis-23658,21751955.8,11877792,75.116,54.606,Surgeons/Tangs/Unicornfish,TRUE,190,77,q2,Orangespine Unicornfish,Orangespine Unicornfish
Naso tonganus,177951,Fis-146734,18771061.9,12680981.4,56.046,67.556,Surgeons/Tangs/Unicornfish,FALSE,69,77,q3,Bulbnose Unicornfish,Bulbnose Unicornfish
Prionurus scalprum,177952,Fis-121230,2070715.6,960369.2,64.5,46.379,Surgeons/Tangs/Unicornfish,FALSE,27,77,q2,Scalpel Sawtail,Scalpel Sawtail
Acanthurus coeruleus,177953,Fis-29261,4994168.8,3172993.1,81.781,63.534,Surgeons/Tangs/Unicornfish,TRUE,243,77,q1,Blue Tang Surgeonfish,Blue Tang Surgeonfish
Naso reticulatus,177954,Fis-142748,189811.4,5134043.3,35.68,3.697,Surgeons/Tangs/Unicornfish,FALSE,4,77,q4,Reticulate Unicornfish,Reticulate Unicornfish
Ctenochaetus binotatus,177955,Fis-31620,24165020.8,12631287.6,74.838,52.271,Surgeons/Tangs/Unicornfish,FALSE,184,77,q2,Twospot Surgeonfish,Twospot Surgeonfish
Acanthurus maculiceps,177957,Fis-25286,13228263.7,5847230.9,73.046,44.203,Surgeons/Tangs/Unicornfish,TRUE,44,77,q2,White-Freckled Surgeonfish,White-Freckled Surgeonfish
Ctenochaetus cyanocheilus,177958,Fis-145166,15829909.5,4337495.1,84.751,27.401,Surgeons/Tangs/Unicornfish,TRUE,59,77,q2,Short-Tail Bristle-Tooth,Short-Tail Bristle-Tooth
Acanthurus fowleri,177959,Fis-31083,7024985.7,7779165.2,41.473,90.305,Surgeons/Tangs/Unicornfish,FALSE,12,77,q3,Fowler's Surgeonfish,Fowler's Surgeonfish
Acanthurus achilles,177960,Fis-30911,8644150.9,2115147.2,51.701,24.469,Surgeons/Tangs/Unicornfish,TRUE,74,77,q4,Achilles Tang,Achilles Tang
Acanthurus nubilus,177961,Fis-25281,9209138.6,10312376.6,37.692,89.302,Surgeons/Tangs/Unicornfish,FALSE,20,77,q3,Bluelined Surgeon,Bluelined Surgeon
Naso fageni,177962,Fis-32459,3695626.6,10391970.9,49.093,35.562,Surgeons/Tangs/Unicornfish,FALSE,23,77,q4,Horseface Unicornfish,Horseface Unicornfish
Naso mcdadei,177963,Fis-146732,7666876.5,276451.4,32.193,3.606,Surgeons/Tangs/Unicornfish,FALSE,5,77,q4,Squarenose Unicornfish,Squarenose Unicornfish
Ctenochaetus marginatus,177964,Fis-25953,3088001.1,894451.9,32.793,28.965,Surgeons/Tangs/Unicornfish,TRUE,26,77,q4,Striped-Fin Surgeonfish,Striped-Fin Surgeonfish
Acanthurus triostegus,177965,Fis-23321,30029888.5,14926365.1,79.264,49.705,Surgeons/Tangs/Unicornfish,FALSE,465,77,q2,Convict Surgeonfish,Convict Surgeonfish
Acanthurus mata,177967,Fis-29578,27704481.7,15270075.5,85.204,55.118,Surgeons/Tangs/Unicornfish,TRUE,127,77,q1,Elongate Surgeonfish,Elongate Surgeonfish
Naso caeruleacauda,177968,Fis-62061,7281207.8,5377323,51.83,73.852,Surgeons/Tangs/Unicornfish,FALSE,8,77,q3,Blue Unicorn,Blue Unicorn
Acanthurus nigricans,177969,Fis-25952,22762916.1,9545843.5,79.607,41.936,Surgeons/Tangs/Unicornfish,TRUE,205,77,q2,Whitecheek Surgeonfish,Whitecheek Surgeonfish
Naso unicornis,177970,Fis-23659,29179030.5,17144806.2,73.179,58.757,Surgeons/Tangs/Unicornfish,FALSE,238,77,q1,Bluespine Unicornfish,Bluespine Unicornfish
Acanthurus blochii,177971,Fis-31087,19341333,10190046.5,62.416,52.685,Surgeons/Tangs/Unicornfish,TRUE,159,77,q4,Ringtail Surgeonfish,Ringtail Surgeonfish
Paracanthurus hepatus,177972,Fis-25955,22234622.5,12454790.8,71.34,56.015,Surgeons/Tangs/Unicornfish,FALSE,102,77,q1,Palette Surgeonfish,Palette Surgeonfish
Zebrasoma gemmatum,177973,Fis-26618,1155616.2,1020329.1,44.836,88.293,Surgeons/Tangs/Unicornfish,FALSE,14,77,q3,Spotted Tang,Spotted Tang
Acanthurus auranticavus,177974,Fis-31085,9848491.9,8338031.9,51.422,84.663,Surgeons/Tangs/Unicornfish,TRUE,42,77,q3,Orange-Socket Surgeonfish,Orange-Socket Surgeonfish
Naso minor,177975,Fis-26340,7250237.6,9712877.4,45.787,74.646,Surgeons/Tangs/Unicornfish,FALSE,17,77,q3,Slender Unicorn,Slender Unicorn
Acanthurus reversus,177976,Fis-143896,173154.2,216340.7,22.815,80.038,Surgeons/Tangs/Unicornfish,FALSE,3,77,q3,Null,Acanthurus reversus
Acanthurus japonicus,177977,Fis-53679,3253380,8309678.7,46.441,39.152,Surgeons/Tangs/Unicornfish,FALSE,15,77,q4,Japan Surgeonfish,Japan Surgeonfish
Naso lopezi,177979,Fis-31623,14898527.9,7057119.1,65.142,47.368,Surgeons/Tangs/Unicornfish,FALSE,26,77,q2,Elongate Unicornfish,Elongate Unicornfish
Naso thynnoides,177980,Fis-26339,16391846,14124656.1,48.205,86.169,Surgeons/Tangs/Unicornfish,FALSE,48,77,q3,Oneknife Unicornfish,Oneknife Unicornfish
Acanthurus dussumieri,177981,Fis-29579,21151274.1,16079531.4,67.233,76.022,Surgeons/Tangs/Unicornfish,TRUE,202,77,q1,Eyestripe Surgeonfish,Eyestripe Surgeonfish
Acanthurus chirurgus,177982,Fis-22976,5761469.8,2410364.1,93.716,41.836,Surgeons/Tangs/Unicornfish,FALSE,128,77,q2,Doctorfish,Doctorfish
Naso brachycentron,177983,Fis-25958,17022091.5,11801814.2,58.389,69.332,Surgeons/Tangs/Unicornfish,FALSE,62,77,q3,Humpback Unicornfish,Humpback Unicornfish
Acanthurus polyzona,177984,Fis-25280,1058557.5,577831.8,31.002,54.587,Surgeons/Tangs/Unicornfish,FALSE,7,77,q4,Black-Barred Surgeonfish,Black-Barred Surgeonfish
Acanthurus bahianus,177985,Fis-29260,861385.6,3141524.8,46.951,27.419,Surgeons/Tangs/Unicornfish,TRUE,332,77,q4,Ocean Surgeon,Ocean Surgeon
Ctenochaetus tominiensis,177986,Fis-31622,9138092.4,4876902.9,69.598,53.369,Surgeons/Tangs/Unicornfish,FALSE,21,77,q2,Tomini Surgeonfish,Tomini Surgeonfish
Acanthurus sohal,177987,Fis-25285,1778962.4,3380117.7,59.181,52.63,Surgeons/Tangs/Unicornfish,FALSE,22,77,q4,Sohal Surgeonfish,Sohal Surgeonfish
Naso annulatus,177988,Fis-25957,23654759.8,13350568.2,66.975,56.439,Surgeons/Tangs/Unicornfish,FALSE,90,77,q1,Whitemargin Unicornfish,Whitemargin Unicornfish
Acanthurus xanthopterus,177989,Fis-29584,26767536.4,16618182.6,67.04,62.083,Surgeons/Tangs/Unicornfish,FALSE,242,77,q1,Yellowfin Surgeonfish,Yellowfin Surgeonfish
Naso brevirostris,177990,Fis-25959,29557346.2,15585046.2,82.323,52.728,Surgeons/Tangs/Unicornfish,FALSE,185,77,q2,Spotted Unicornfish,Spotted Unicornfish
Acanthurus olivaceus,177991,Fis-31082,20666261.8,8541677.6,78.706,41.332,Surgeons/Tangs/Unicornfish,TRUE,172,77,q2,Orangespot Surgeonfish,Orangespot Surgeonfish
Ctenochaetus truncatus,177992,Fis-145167,5578070,3479900,58.775,62.385,Surgeons/Tangs/Unicornfish,FALSE,56,77,q3,Indian Gold-Ring Bristle-Tooth,Indian Gold-Ring Bristle-Tooth
Acanthurus lineatus,177993,Fis-23320,26188352.9,11988689.2,77.145,45.779,Surgeons/Tangs/Unicornfish,TRUE,273,77,q2,Lined Surgeonfish,Lined Surgeonfish
Acanthurus leucocheilus,177994,Fis-31080,10725018,2139254.6,50.449,19.946,Surgeons/Tangs/Unicornfish,FALSE,8,77,q4,Palelipped Surgeonfish,Palelipped Surgeonfish
Acanthurus guttatus,177995,Fis-31078,18867197.6,8210674.6,67.44,43.518,Surgeons/Tangs/Unicornfish,FALSE,96,77,q2,Whitespotted Surgeonfish,Whitespotted Surgeonfish
Acanthurus tennentii,177997,Fis-4576,6755294.8,3841075.2,66.716,56.86,Surgeons/Tangs/Unicornfish,FALSE,26,77,q1,Doubleband Surgeonfish,Doubleband Surgeonfish
Acanthurus tristis,177998,Fis-35352,2750319.4,1106959.4,81.355,40.248,Surgeons/Tangs/Unicornfish,TRUE,12,77,q2,Indian Ocean Mimic Surgeonfish,Indian Ocean Mimic Surgeonfish
Acanthurus nigroris,177999,Fis-31079,687777.5,7274365,23.564,9.455,Surgeons/Tangs/Unicornfish,TRUE,109,77,q4,Bluelined Surgeonfish,Bluelined Surgeonfish
Acanthurus leucosternon,178000,Fis-29580,6101563.3,3524518.1,63.744,57.764,Surgeons/Tangs/Unicornfish,TRUE,76,77,q1,Powderblue Surgeonfish,Powderblue Surgeonfish
Zebrasoma rostratum,178001,Fis-58814,3976999.7,6803309,13.787,58.457,Surgeons/Tangs/Unicornfish,FALSE,34,77,q3,Longnose Surgeonfish,Longnose Surgeonfish
Naso hexacanthus,178002,Fis-23657,26616356.1,13847046.8,73.559,52.025,Surgeons/Tangs/Unicornfish,FALSE,140,77,q2,Sleek Unicornfish,Sleek Unicornfish
Naso tuberosus,178003,Fis-31624,2915640.3,3853914.9,35.569,75.654,Surgeons/Tangs/Unicornfish,FALSE,21,77,q3,Humpnose Unicornfish,Humpnose Unicornfish
Naso elegans,178004,Fis-146727,7160241.5,3011201.5,74.894,42.054,Surgeons/Tangs/Unicornfish,TRUE,24,77,q2,Elegant Unicornfish,Elegant Unicornfish
Zebrasoma scopas,178005,Fis-25907,27766325.7,13527292.9,82.865,48.718,Surgeons/Tangs/Unicornfish,TRUE,246,77,q2,Twotone Tang,Twotone Tang
Acanthurus grammoptilus,178006,Fis-31086,2953964.7,8984126.6,69.902,32.88,Surgeons/Tangs/Unicornfish,TRUE,77,77,q2,Finelined Surgeonfish,Finelined Surgeonfish
Acanthurus albipectoralis,178007,Fis-35635,2490071.2,1062668.7,77.49,42.676,Surgeons/Tangs/Unicornfish,TRUE,22,77,q2,Whitefin Surgeonfish,Whitefin Surgeonfish
Acanthurus thompsoni,178008,Fis-25282,25895282.3,12173179.3,74.458,47.009,Surgeons/Tangs/Unicornfish,FALSE,110,77,q2,Thompson's Surgeonfish,Thompson's Surgeonfish
Zebrasoma xanthurum,178009,Fis-28312,2428302.1,2106399.2,53.668,86.744,Surgeons/Tangs/Unicornfish,FALSE,30,77,q3,Yellowtail Tang,Yellowtail Tang
Zebrasoma veliferum,178010,Fis-163883,22629385.9,11353001.1,73.039,50.169,Surgeons/Tangs/Unicornfish,FALSE,42,77,q2,NA,Zebrasoma veliferum
Acanthurus leucopareius,178011,Fis-25283,4776356.6,2090486.9,28.773,43.767,Surgeons/Tangs/Unicornfish,TRUE,68,77,q4,Whitebar Surgeonfish,Whitebar Surgeonfish
Ctenochaetus striatus,178012,Fis-23451,27116334.8,13132351,77.884,48.43,Surgeons/Tangs/Unicornfish,TRUE,307,77,q2,Striated Surgeonfish,Striated Surgeonfish
Naso caesius,178013,Fis-47651,8926013,4930179.2,31.03,55.234,Surgeons/Tangs/Unicornfish,FALSE,38,77,q3,Gray Unicornfish,Gray Unicornfish
Ctenochaetus hawaiiensis,178014,Fis-31621,7875344.8,8573763.4,15.822,91.854,Surgeons/Tangs/Unicornfish,FALSE,20,77,q3,Chevron Tang,Chevron Tang
Zebrasoma flavescens,178015,Fis-25956,3871723.1,6964581.4,18.665,55.592,Surgeons/Tangs/Unicornfish,TRUE,59,77,q3,Yellow Tang,Yellow Tang
Prionurus microlepidotus,178016,Fis-35282,547449.7,1971891.6,59.996,27.763,Surgeons/Tangs/Unicornfish,TRUE,26,77,q4,Sixplate Sawtail,Sixplate Sawtail
Acanthurus nigricauda,178017,Fis-31084,24653945.6,10904666.2,78.924,44.231,Surgeons/Tangs/Unicornfish,FALSE,125,77,q2,Epaulette Surgeonfish,Epaulette Surgeonfish
Ctenochaetus flavicauda,178018,Fis-140317,3200636.5,3043048.2,14.772,95.076,Surgeons/Tangs/Unicornfish,FALSE,12,77,q3,Null,Ctenochaetus flavicauda
Acanthurus nigrofuscus,178019,Fis-25284,29640922.7,13087435.3,84.799,44.153,Surgeons/Tangs/Unicornfish,FALSE,363,77,q2,Brown Surgeonfish,Brown Surgeonfish
Naso maculatus,178020,Fis-32088,2224079.9,571560.4,73.777,25.699,Surgeons/Tangs/Unicornfish,FALSE,19,77,q2,Null,Naso maculatus
Prionurus biafraensis,178021,Fis-25393,298251.2,495303.1,23.708,60.216,Surgeons/Tangs/Unicornfish,FALSE,5,77,q3,Biafra Doctorfish,Biafra Doctorfish
Acanthurus pyroferus,178022,Fis-31081,20172460.5,9437597.7,69.602,46.785,Surgeons/Tangs/Unicornfish,TRUE,129,77,q2,Chocolate Surgeonfish,Chocolate Surgeonfish
Acanthurus monroviae,178023,Fis-29581,2191606.4,1077938.7,74.73,49.185,Surgeons/Tangs/Unicornfish,FALSE,110,77,q2,Monrovia Doctorfish,Monrovia Doctorfish
Zebrasoma desjardinii,178024,Fis-143889,7115479.6,3060647.5,74.847,43.014,Surgeons/Tangs/Unicornfish,TRUE,42,77,q2,Indian Sail-Fin Surgeonfish,Indian Sail-Fin Surgeonfish
Prionurus maculatus,178025,Fis-35281,858872.5,1128383.9,39.575,76.115,Surgeons/Tangs/Unicornfish,FALSE,24,77,q3,Yellowspotted Sawtail,Yellowspotted Sawtail
Roa australis,180103,Fis-162908,105675,7944870.6,72.239,1.33,Butterflyfish,FALSE,38,116,q2,Triple-Banded Butterflyfish,Triple-Banded Butterflyfish
Ecsenius dilemma,180122,Fis-32480,63433.2,978879.4,28.442,6.48,Combtooth Blennies,FALSE,6,269,q4,Twocoat Coralblenny,Twocoat Coralblenny
Ecsenius kurti,180123,Fis-32483,33238.3,1533142.1,45.437,2.168,Combtooth Blennies,FALSE,7,269,q4,Kurt's Coralblenny,Kurt's Coralblenny
Istiblennius colei,180125,Fis-61834,54284.2,1390761,61.135,3.903,Combtooth Blennies,FALSE,7,269,q4,Cole's Rockskipper,Cole's Rockskipper
Holothuria hilla,180235,SLB-92916,29306361.7,18517923.5,80.841,63.187,Sea Cucumbers,FALSE,20,44,q1,Tiger Tail,Tiger Tail
Holothuria difficilis,180246,W-Hol-732226,25924636.3,10687037.1,75.104,41.223,Sea Cucumbers,FALSE,9,44,q2,Null,Holothuria difficilis
Pearsonothuria graeffei,180248,W-Hol-210772,27129949.1,12115749.8,84.486,44.658,Sea Cucumbers,FALSE,42,44,q2,Blackspotted Sea Cucumber,Blackspotted Sea Cucumber
Holothuria scabra,180257,SLB-66022,23742328.9,10826820.3,89.674,45.601,Sea Cucumbers,FALSE,28,44,q2,Sand Fish,Sand Fish
Actinopyga miliaris,180265,SLB-88336,25139142.4,9328049.6,88.564,37.106,Sea Cucumbers,TRUE,61,44,q2,Hairy Blackfish,Hairy Blackfish
Actinopyga lecanora,180266,W-Hol-208952,16804306.5,7959726.3,76.861,47.367,Sea Cucumbers,FALSE,7,44,q2,White-Bottomed Sea Cucumber,White-Bottomed Sea Cucumber
Holothuria pardalis,180286,W-Hol-732374,32419905.9,8302086,98.291,25.608,Sea Cucumbers,FALSE,8,44,q2,Null,Holothuria pardalis
Parastichopus regalis,180298,W-Hol-149898,3728476.8,1450044,13.124,38.891,Sea Cucumbers,FALSE,15,44,q4,Royale Cucumber,Royale Cucumber
Isostichopus macroparentheses,180313,W-Hol-529517,1014874,1089138.8,37.899,93.181,Sea Cucumbers,FALSE,4,44,q3,Null,Isostichopus macroparentheses
Thelenota anax,180324,W-Hol-210915,25732784,12680850.9,78.464,49.279,Sea Cucumbers,FALSE,37,44,q2,Amber Fish,Amber Fish
Holothuria nobilis,180326,SLB-65999,5552804.4,14875826.2,34.533,37.328,Sea Cucumbers,FALSE,51,44,q4,Black Teatfish,Black Teatfish
Actinopyga mauritiana,180337,SLB-88333,23214231.1,13948470.9,60.49,60.086,Sea Cucumbers,FALSE,99,44,q3,Surf Redfish,Surf Redfish
Bohadschia vitiensis,180352,W-Hol-210759,24954398.9,15286983.1,72.946,61.26,Sea Cucumbers,FALSE,75,44,q1,Brown Sandfish,Brown Sandfish
Actinopyga agassizi,180353,SLB-65995,3963802,2049425.4,69.153,51.704,Sea Cucumbers,FALSE,12,44,q2,Five-Toothed Sea Cucumber,Five-Toothed Sea Cucumber
Isostichopus fuscus,180373,SLB-156675,1774237.9,959974.3,71.045,54.106,Sea Cucumbers,FALSE,5,44,q2,Brown Sea Cucumber,Brown Sea Cucumber
Holothuria leucospilota,180375,SLB-88370,28519483.7,12114421.6,82.609,42.478,Sea Cucumbers,FALSE,44,44,q2,White Threads Fish,White Threads Fish
Pseudostichopus mollis,180381,W-Hol-152565,9701415.3,23079867.8,33.072,42.034,Sea Cucumbers,FALSE,4,44,q4,Null,Pseudostichopus mollis
Bohadschia similis,180386,W-Hol-210761,21939309.6,11046325,70.76,50.349,Sea Cucumbers,FALSE,23,44,q2,Brownspotted Sandfish,Brownspotted Sandfish
Holothuria edulis,180400,SLB-88369,23207844.8,14149079.4,71.374,60.967,Sea Cucumbers,FALSE,59,44,q1,Pinkfish,Pinkfish
Actinopyga palauensis,180406,W-Hol-241773,734275.7,7317975.6,40.493,10.034,Sea Cucumbers,FALSE,5,44,q4,Panning's Blackfish,Panning's Blackfish
Bohadschia marmorata,180411,W-Hol-210762,19688174.7,10751562.7,75.563,54.609,Sea Cucumbers,FALSE,26,44,q2,Chalky Cucumber,Chalky Cucumber
Holothuria fuscopunctata,180414,SLB-88397,14370336.6,14094265.1,47.976,98.079,Sea Cucumbers,FALSE,25,44,q3,Elephant Trunkfish,Elephant Trunkfish
Holothuria atra,180421,SLB-66003,29128863.4,14064905.4,82.449,48.285,Sea Cucumbers,FALSE,74,44,q2,Lollyfish,Lollyfish
Apostichopus japonicus,180424,W-Hol-241776,2338029.5,1129472.6,57.178,48.309,Sea Cucumbers,FALSE,5,44,q4,Japanese Sea Cucumber,Japanese Sea Cucumber
Parastichopus californicus,180436,W-Hol-529363,2360850.2,680375.3,81.697,28.819,Sea Cucumbers,FALSE,4,44,q2,NA,Parastichopus californicus
Holothuria arenicola,180437,W-Hol-732217,44052100.4,12660459.1,97.209,28.74,Sea Cucumbers,FALSE,7,44,q2,Sand Sea Cucumber,Sand Sea Cucumber
Holothuria rigida,180443,SLB-92934,25240964.7,8189947.8,60.961,32.447,Sea Cucumbers,FALSE,6,44,q4,Rigid Sea Cucumber,Rigid Sea Cucumber
Holothuria tubulosa,180455,SLB-66024,3970840.4,1165670.6,97.741,29.356,Sea Cucumbers,FALSE,9,44,q2,Tubular Sea Cucumber,Tubular Sea Cucumber
Stichopus chloronotus,180477,W-Hol-149789,27361453.1,12769350,77.508,46.669,Sea Cucumbers,FALSE,91,44,q2,Greenfish,Greenfish
Thelenota ananas,180481,W-Hol-210916,21766355.7,13420950.7,72.91,61.659,Sea Cucumbers,FALSE,79,44,q1,Prickly Redfish,Prickly Redfish
Stichopus horrens,180488,W-Hol-210914,28584405.7,13545346.6,78.449,47.387,Sea Cucumbers,FALSE,93,44,q2,Selenka's Sea Cucumber,Selenka's Sea Cucumber
Holothuria mexicana,180492,W-Hol-732363,4107737.7,538592.9,81.312,13.112,Sea Cucumbers,FALSE,5,44,q2,Donkey Dung Sea Cucumber,Donkey Dung Sea Cucumber
Holothuria fuscocinerea,180494,SLB-159332,33920892.6,8868903.1,95.862,26.146,Sea Cucumbers,FALSE,7,44,q2,Ashen Sea Cucumber,Ashen Sea Cucumber
Holothuria cinerascens,180504,SLB-169637,10335867.1,6962414.8,39.893,67.362,Sea Cucumbers,FALSE,8,44,q3,Null,Holothuria cinerascens
Holothuria impatiens,180512,SLB-66013,37548862,16244544.2,86.824,43.262,Sea Cucumbers,FALSE,12,44,q2,Impatient Sea Cucumber,Impatient Sea Cucumber
Bathyplotes moseleyi,180515,W-Hol-174115,7462282.1,1643529.5,24.286,22.024,Sea Cucumbers,FALSE,8,44,q4,Spiky Sausage Sea Cucumber,Spiky Sausage Sea Cucumber
Actinopyga echinites,180518,W-Hol-208947,20814619,15124627.8,55.296,72.663,Sea Cucumbers,FALSE,61,44,q3,Deep-Water Redfish,Deep-Water Redfish
Isostichopus badionotus,180519,W-Hol-367868,5115291.7,1790837.6,79.849,35.009,Sea Cucumbers,FALSE,5,44,q2,Chocolate Chip Sea Cucumber,Chocolate Chip Sea Cucumber
Holothuria pervicax,180525,W-Hol-732377,26963943.9,2174501.5,96.184,8.064,Sea Cucumbers,FALSE,3,44,q2,Stubborn Sea Cucumber,Stubborn Sea Cucumber
Actinopyga caerulea,180530,W-Hol-242106,4512003.7,10116877,50.2,44.599,Sea Cucumbers,FALSE,7,44,q4,Blue Sea Cucumber,Blue Sea Cucumber
Holothuria inhabilis,180534,W-Hol-732701,25055648.1,10998336.8,86.193,43.896,Sea Cucumbers,FALSE,8,44,q2,Null,Holothuria inhabilis
Bohadschia argus,180541,W-Hol-210768,21301326,14313986.5,61.952,67.198,Sea Cucumbers,FALSE,62,44,q3,Leopard Fish,Leopard Fish
Elops lacerta,182549,Fis-31165,1335274.8,808710.4,83.232,60.565,Bonefish/Tarpon,TRUE,94,12,q1,West African Ladyfish,West African Ladyfish
Scartichthys viridis,183260,Fis-61198,702225.1,623040.2,31.072,88.724,Combtooth Blennies,FALSE,12,269,q3,Null,Scartichthys viridis
Scartichthys gigas,183275,Fis-28917,1036112.4,467304.5,76.667,45.102,Combtooth Blennies,FALSE,31,269,q2,Giant Blenny,Giant Blenny
